"DGIdb drugs","Associated variants","Cancer","Gene_symbol","Consensus_Score","Driver Level","Onco_gene_OncoVar","Ensembl_ID","Entrez_ID","Gene_biotype","AI-DriverGene","P_value","FDR","OncoVar_Score","CGC","OncoKB","MutPanning","2020Rule","CGCPointMut","CTAT","FASMIC","HCD","MouseMut","Oncogene","TSGene","Therapeutic_target_in_PMID_30971826","PMID_29056346","PMID_29056346_collected_known","TCGA_papers","Intogen","DriverDBv3"
"No_drug","Associated Mutations","PanCancer","ANGPT4","0","0","N","ENSG00000101280","51378","protein_coding","N","0.345084644745193","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ARMC9","0","0","N","ENSG00000135931","80210","protein_coding","N","0.289338366837542","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ASPM","2","2","N","ENSG00000066279","259266","protein_coding","N","0.0687408531150614","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","Y","Y"
"No_drug","Associated Mutations","PanCancer","ATG12","0","0","N","ENSG00000145782","9140","protein_coding","N","0.329830660543451","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","BUB1","0","0","N","ENSG00000169679","699","protein_coding","N","0.288611290721354","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","C3orf67","0","0","N","ENSG00000163689","200844","protein_coding","N","0.218608788049074","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CASS4","0","0","N","ENSG00000087589","57091","protein_coding","N","0.484912411077335","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CCDC153","0","0","N","ENSG00000248712","283152","protein_coding","N","0.118121566928611","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CCDC154","1","1","N","ENSG00000197599","645811","protein_coding","N","0.479624453473406","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CCDC185","0","0","N","ENSG00000178395","164127","protein-coding","N","0.497202507765398","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CCDC42","0","0","N","ENSG00000161973","146849","protein_coding","N","0.345265056680188","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CCDC87","0","0","N","ENSG00000182791","55231","protein_coding","N","0.475901144909649","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CCL1","0","0","N","ENSG00000108702","6346","protein_coding","N","0.310633700526394","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CD1C","0","0","N","ENSG00000158481","911","protein_coding","N","0.0638349444349234","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CD300LD","0","0","N","ENSG00000204345","100131439","protein_coding","N","0.580316151551653","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CDK5RAP2","10","2","N","ENSG00000136861","55755","protein_coding","N","0.219419084415165","0.596573590279973","0.447711526065277","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CMYA5","0","0","N","ENSG00000164309","202333","protein_coding","N","0.596530189311928","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","COL24A1","0","0","N","ENSG00000171502","255631","protein_coding","N","0.0533425297360581","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","COPZ2","0","0","N","ENSG00000005243","51226","protein_coding","N","0.172042181986524","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","CREB3L3","0","0","N","ENSG00000060566","84699","protein_coding","N","0.313192864847999","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CRYGN","0","0","N","ENSG00000127377","155051","protein_coding","N","0.432290489147051","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","CYP4F3","0","0","N","ENSG00000186529","4051","protein_coding","N","0.563731979439759","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","DCHS1","0","0","N","ENSG00000166341","8642","protein_coding","N","0.561419513385069","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DDIAS","0","0","N","ENSG00000165490","220042","protein-coding","N","0.516368403316971","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DENND3","0","0","N","ENSG00000105339","22898","protein_coding","N","0.378674154273844","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DHRSX","0","0","N","ENSG00000169084","207063","protein_coding","N","0.594051802228512","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DSG1","0","0","N","ENSG00000134760","1828","protein_coding","N","0.48074096995182","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DTX2","0","0","N","ENSG00000091073","113878","protein_coding","N","0.375622083908048","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DYNAP","0","0","N","ENSG00000178690","284254","protein_coding","N","0.575642281599293","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","DYNC2H1","0","0","N","ENSG00000187240","79659","protein_coding","N","0.519047488143096","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ERICH3","0","0","N","ENSG00000178965","127254","protein-coding","N","0.59657359024904","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","F13B","0","0","N","ENSG00000143278","2165","protein_coding","N","0.495150989956022","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FAM214A","0","0","N","ENSG00000047346","56204","protein_coding","N","0.26052419120865","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FAM217A","0","0","N","ENSG00000145975","222826","protein_coding","N","0.364764884919955","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FAM47A","0","0","N","ENSG00000185448","158724","protein_coding","N","0.596573589759179","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FAT1","45","4","Y  [LollipopPlot,  SurvivalPlot]","ENSG00000083857","2195","protein_coding","Y","0","0","1","1","TSG","Y","N","N","TSG","N","N","N","N","Y","N","Y","Y","N","Y","Y"
"No_drug","Associated Mutations","PanCancer","FRMD1","0","0","N","ENSG00000153303","79981","protein_coding","N","0.544113193983661","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","FRMD7","1","1","N","ENSG00000165694","90167","protein_coding","N","0.332331505873601","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y"
"No_drug","Associated Mutations","PanCancer","GDPD4","0","0","N","ENSG00000178795","220032","protein_coding","N","0.500122895622872","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","GUCY2F","0","0","N","ENSG00000101890","2986","protein_coding","N","0.360238713677478","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","HCFC1","1","1","N","ENSG00000268768","3054","protein_coding","N","0.348626225600759","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Y"
"No_drug","Associated Mutations","PanCancer","HOXD3","0","0","N","ENSG00000128652","3232","protein_coding","N","0.401486861813461","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ICAM4","0","0","N","ENSG00000105371","3386","protein_coding","N","0.407913622480508","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","IER5","0","0","N","ENSG00000162783","51278","protein_coding","N","0.321457818880864","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","IGF2BP3","0","0","N","ENSG00000136231","10643","protein_coding","N","0.277737205011996","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","IQSEC3","0","0","N","ENSG00000120645","440073","protein_coding","N","0.411233594178557","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ITIH6","0","0","N","ENSG00000102313","347365","protein_coding","N","0.238560320980661","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","KMT2C","44","4","Y  [LollipopPlot,  SurvivalPlot]","ENSG00000055609","58508","protein_coding","Y","0","0","1","1","TSG","Y","N","N","TSG","N","N","N","N","Y","N","Y","Y","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LAMA5","0","0","N","ENSG00000130702","3911","protein_coding","N","0.591275992862374","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LRRC66","0","0","N","ENSG00000188993","339977","protein_coding","N","0.596573555622612","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","LRRFIP1","0","0","N","ENSG00000124831","9208","protein_coding","N","0.218269374669807","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","MAGEA11","1","1","N","ENSG00000268709","4110","protein_coding","N","0.318619793178328","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","MAGEA2B","0","0","N","ENSG00000183305","266740","protein-coding","N","0.596573590279973","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","MAMLD1","0","0","N","ENSG00000269849","10046","protein_coding","N","0.0157988158418315","0.373393309595138","0.470155125743735","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","MFSD12","0","0","N","ENSG00000161091","126321","protein_coding","N","0.234127850425721","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","MPHOSPH9","0","0","N","ENSG00000051825","10198","protein_coding","N","0.253696528126564","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","MS4A3","0","0","N","ENSG00000149516","932","protein_coding","N","0.54781954698046","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","NAT10","0","0","N","ENSG00000135372","55226","protein_coding","N","0.249691779250044","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","OR2T27","0","0","N","ENSG00000187701","403239","protein_coding","N","0.589805318140297","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","PDIA2","0","0","N","ENSG00000185615","64714","protein_coding","N","0.479001961445267","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","PDZD8","0","0","N","ENSG00000165650","118987","protein_coding","N","0.0958536755407495","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","PGLYRP2","0","0","N","ENSG00000161031","114770","protein_coding","N","0.502379896637463","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","PKD1L2","0","0","N","ENSG00000166473","114780","polymorphic_pseudogene","N","0.466145893453381","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","PLA2G4F","0","0","N","ENSG00000168907","255189","protein_coding","N","0.513440855189499","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","PLCH2","0","0","N","ENSG00000149527","9651","protein_coding","N","0.418366992487446","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","PNPLA5","0","0","N","ENSG00000100341","150379","protein_coding","N","0.401951926759913","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","POT1","41","4","Y  [LollipopPlot,  SurvivalPlot]","ENSG00000128513","25913","protein_coding","Y","0.00023107973844141","0.0114530297547903","0.635235088960031","1","TSG","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y"
"No_drug","Associated Mutations","PanCancer","PRR18","0","0","N","ENSG00000176381","285800","protein_coding","N","0.458232128370805","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","PTPRJ","2","2","N","ENSG00000149177","5795","protein_coding","N","0.118933097271966","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","Y","N","Y","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","RAD51AP2","0","0","N","ENSG00000214842","729475","protein_coding","N","0.0240493708509982","0.492879814528985","0.456840972371793","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","RBM25","1","1","N","ENSG00000119707","58517","protein_coding","N","0.0558954514403185","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","RDM1","0","0","N","ENSG00000270517","201299","protein_coding","N","0.360603092719111","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","RGSL1","0","0","N","ENSG00000121446","353299","protein_coding","N","0.229756576036679","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","RP1L1","0","0","N","ENSG00000183638","94137","protein_coding","N","0.595949944990761","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","SARS2","0","0","N","ENSG00000104835","54938","protein_coding","N","0.124355107655139","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","SCIMP","0","0","N","ENSG00000161929","388325","protein_coding","N","0.488203487112869","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","SEC31B","0","0","N","ENSG00000075826","25956","protein_coding","N","0.391111320889228","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","SGO2","0","0","N","ENSG00000163535","151246","protein-coding","N","0.0552481865217848","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","SLC10A3","0","0","N","ENSG00000268604","8273","protein_coding","N","0.379477306579716","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","SPAG17","0","0","N","ENSG00000155761","200162","protein_coding","N","0.577447252384693","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","SPAM1","0","0","N","ENSG00000106304","6677","protein_coding","N","0.558070045059651","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","SPOCD1","0","0","N","ENSG00000134668","90853","protein_coding","N","0.495123826126914","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","STON1-GTF2A1L","0","0","N","ENSG00000068781","286749","protein_coding","N","0.534625138835072","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","STRA6","2","2","N","ENSG00000137868","64220","protein_coding","N","0.304389781671212","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","SYNE2","0","0","N","ENSG00000054654","23224","protein_coding","N","0.596573555622612","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","TAS2R13","0","0","N","ENSG00000273105","50838","protein_coding","N","0.539056966502071","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","TMIGD2","0","0","N","ENSG00000167664","126259","protein_coding","N","0.448469889551739","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","TPTE2","11","3","N","ENSG00000132958","93492","protein_coding","N","0.0595076446674322","0.596573590279973","0.447711526065277","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","USP40","0","0","N","ENSG00000085982","55230","protein_coding","N","0.184480628512318","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","WWC3","0","0","N","ENSG00000047644","55841","protein_coding","N","0.372070968212844","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","ZBTB46","0","0","N","ENSG00000130584","140685","protein_coding","N","0.549578012780286","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ZFAND1","0","0","N","ENSG00000104231","79752","protein_coding","N","0.0634062800901002","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
"No_drug","Associated Mutations","PanCancer","ZMYND15","0","0","N","ENSG00000141497","84225","protein_coding","N","0.363020345977173","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"No_drug","Associated Mutations","PanCancer","ZNF324","0","0","N","ENSG00000083812","25799","protein_coding","N","0.425437548824571","0.596573590279973","0.447711526065277","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y"
